datetime,weather_station,observation_place,temperature,pressure,wind_speed,weather_phrase,dew_point,relative_humidity,heat_index
2023-05-26 14:00:00,WMKI,Ipoh,30,1007.33,20,Thunder,25,74,36
2023-05-26 15:00:00,WMKI,Ipoh,26,1006.33,13,Thunder,23,83,28
2023-05-26 16:00:00,WMKI,Ipoh,27,1006.33,13,Fair,24,84,30
2023-05-26 17:00:00,WMKI,Ipoh,28,1004.34,7,Fair,24,79,32
2023-05-26 18:00:00,WMKI,Ipoh,29,1004.34,4,Fair,24,74,33
2023-05-26 19:00:00,WMKI,Ipoh,28,1005.34,6,Fair,24,79,32
2023-05-26 20:00:00,WMKI,Ipoh,28,1005.34,6,Fair,24,79,32
2023-05-26 21:00:00,WMKI,Ipoh,26,1006.33,0,Fair,24,89,28
2023-05-26 22:00:00,WMKI,Ipoh,27,1007.33,4,Fair,24,84,30
2023-05-26 23:00:00,WMKI,Ipoh,26,1008.32,0,Partly Cloudy,24,89,28
2023-05-26 00:00:00,WMKJ,Senai,26,1007.21,4,Fair,25,94,28
2023-05-26 01:00:00,WMKJ,Senai,25,1006.21,2,Fair,25,100,25
2023-05-26 02:00:00,WMKJ,Senai,25,1006.21,0,Fair,25,100,25
2023-05-26 03:00:00,WMKJ,Senai,25,1005.22,0,Fair,24,94,25
2023-05-26 04:00:00,WMKJ,Senai,25,1005.22,0,Fair,25,100,25
2023-05-26 05:00:00,WMKJ,Senai,25,1005.22,0,Fair,24,94,25
2023-05-26 06:00:00,WMKJ,Senai,25,1005.22,4,Fair,24,94,25
2023-05-26 07:00:00,WMKJ,Senai,25,1005.22,0,Fog,24,94,25
2023-05-26 08:00:00,WMKJ,Senai,26,1006.21,2,Thunder,25,94,28
2023-05-26 09:00:00,WMKJ,Senai,26,1008.2,7,Fair,24,89,28
2023-05-26 10:00:00,WMKJ,Senai,28,1008.2,6,Fair,25,84,32
2023-05-26 11:00:00,WMKJ,Senai,31,1008.2,9,Fair,26,75,39
2023-05-26 12:00:00,WMKJ,Senai,30,1007.21,11,Fair,25,74,36
2023-05-26 13:00:00,WMKJ,Senai,32,1006.21,11,Fair,25,66,39
2023-05-26 14:00:00,WMKJ,Senai,32,1005.22,9,Fair,23,59,37
2023-05-26 15:00:00,WMKJ,Senai,31,1005.22,7,Fair,24,66,36
2023-05-26 16:00:00,WMKJ,Senai,30,1004.22,11,Fair,25,74,36
2023-05-26 17:00:00,WMKJ,Senai,29,1004.22,9,Fair,24,74,33
2023-05-26 18:00:00,WMKJ,Senai,28,1004.22,4,Fair,24,79,32
2023-05-26 19:00:00,WMKJ,Senai,28,1004.22,4,Fair,24,79,32
2023-05-26 20:00:00,WMKJ,Senai,28,1005.22,2,Fair,25,84,32
2023-05-26 21:00:00,WMKJ,Senai,27,1005.22,2,Fair,24,84,30
2023-05-26 22:00:00,WMKJ,Senai,27,1006.21,0,Fair,25,89,31
2023-05-26 23:00:00,WMKJ,Senai,26,1006.21,2,Fair,25,94,28
2023-05-26 00:00:00,WMKK,Kuala Lumpur,28,1009.48,2,Fair,25,84,32
2023-05-26 00:30:00,WMKK,Kuala Lumpur,28,1009.48,2,Fair,25,84,32
2023-05-26 01:00:00,WMKK,Kuala Lumpur,27,1009.48,2,Fair,25,89,31
2023-05-26 01:30:00,WMKK,Kuala Lumpur,27,1008.48,2,Fair,25,89,31
2023-05-26 02:00:00,WMKK,Kuala Lumpur,27,1008.48,0,Fair,25,89,31
2023-05-26 02:30:00,WMKK,Kuala Lumpur,27,1007.49,2,Fair,25,89,31
2023-05-26 03:00:00,WMKK,Kuala Lumpur,27,1007.49,0,Fair,25,89,31
2023-05-26 03:30:00,WMKK,Kuala Lumpur,27,1007.49,4,Fair,25,89,31
2023-05-26 04:00:00,WMKK,Kuala Lumpur,27,1007.49,7,Fair,25,89,31
2023-05-26 04:30:00,WMKK,Kuala Lumpur,27,1007.49,6,Fair,25,89,31
2023-05-26 05:00:00,WMKK,Kuala Lumpur,27,1007.49,6,Fair,24,84,30
2023-05-26 05:30:00,WMKK,Kuala Lumpur,27,1006.49,4,Fair,25,89,31
2023-05-26 06:00:00,WMKK,Kuala Lumpur,27,1007.49,6,Fair,24,84,30
2023-05-26 06:30:00,WMKK,Kuala Lumpur,27,1007.49,4,Fair,24,84,30
2023-05-26 07:00:00,WMKK,Kuala Lumpur,26,1007.49,0,Fair,24,89,28
2023-05-26 07:30:00,WMKK,Kuala Lumpur,26,1008.48,6,Fair,24,89,28
2023-05-26 08:00:00,WMKK,Kuala Lumpur,27,1008.48,2,Fair,25,89,31
2023-05-26 08:30:00,WMKK,Kuala Lumpur,28,1009.48,4,Fair,25,84,32
2023-05-26 09:00:00,WMKK,Kuala Lumpur,28,1009.48,6,Fair,25,84,32
2023-05-26 09:30:00,WMKK,Kuala Lumpur,28,1010.48,11,Fair,25,84,32
2023-05-26 10:00:00,WMKK,Kuala Lumpur,28,1010.48,9,Fair,25,84,32
2023-05-26 10:30:00,WMKK,Kuala Lumpur,29,1009.48,6,Fair,25,79,34
2023-05-26 11:00:00,WMKK,Kuala Lumpur,29,1010.48,7,Fair,25,79,34
2023-05-26 11:30:00,WMKK,Kuala Lumpur,29,1010.48,6,Fair,25,79,34
2023-05-26 12:00:00,WMKK,Kuala Lumpur,30,1010.48,6,Partly Cloudy,24,70,35
2023-05-26 12:30:00,WMKK,Kuala Lumpur,30,1009.48,4,Fair,25,74,36
2023-05-26 13:00:00,WMKK,Kuala Lumpur,31,1009.48,6,Fair,25,70,37
2023-05-26 13:30:00,WMKK,Kuala Lumpur,31,1009.48,6,Fair,24,66,36
2023-05-26 14:00:00,WMKK,Kuala Lumpur,32,1008.48,6,Fair,25,66,39
2023-05-26 14:30:00,WMKK,Kuala Lumpur,31,1007.49,7,Fair,25,70,37
2023-05-26 15:00:00,WMKK,Kuala Lumpur,31,1006.49,7,Fair,25,70,37
2023-05-26 15:30:00,WMKK,Kuala Lumpur,30,1006.49,6,Fair,24,70,35
2023-05-26 16:00:00,WMKK,Kuala Lumpur,29,1006.49,6,Fair,25,79,34
2023-05-26 16:30:00,WMKK,Kuala Lumpur,29,1006.49,2,Fair,25,79,34
2023-05-26 17:00:00,WMKK,Kuala Lumpur,29,1006.49,4,Fair,25,79,34
2023-05-26 17:30:00,WMKK,Kuala Lumpur,29,1006.49,4,Fair,25,79,34
2023-05-26 18:00:00,WMKK,Kuala Lumpur,28,1006.49,2,Fair,25,84,32
2023-05-26 18:30:00,WMKK,Kuala Lumpur,28,1006.49,0,Fair,25,84,32
2023-05-26 19:00:00,WMKK,Kuala Lumpur,28,1006.49,4,Fair,25,84,32
2023-05-26 19:30:00,WMKK,Kuala Lumpur,28,1006.49,4,Fair,25,84,32
2023-05-26 20:00:00,WMKK,Kuala Lumpur,28,1007.49,4,Fair,25,84,32
2023-05-26 20:30:00,WMKK,Kuala Lumpur,27,1008.48,2,Fair,25,89,31
2023-05-26 21:00:00,WMKK,Kuala Lumpur,27,1008.48,2,Fair,25,89,31
2023-05-26 21:30:00,WMKK,Kuala Lumpur,27,1008.48,0,Fair,25,89,31
2023-05-26 22:00:00,WMKK,Kuala Lumpur,28,1008.48,4,Fair,25,84,32
2023-05-26 22:30:00,WMKK,Kuala Lumpur,28,1008.48,6,Fair,25,84,32
2023-05-26 23:00:00,WMKK,Kuala Lumpur,28,1009.48,2,Partly Cloudy,25,84,32
2023-05-26 23:30:00,WMKK,Kuala Lumpur,27,1008.48,6,Partly Cloudy,25,89,31
2023-05-26 00:00:00,WMKL,Langkawi,29,1011.04,7,Fair,25,79,34
2023-05-26 01:00:00,WMKL,Langkawi,29,1011.04,4,Fair,25,79,34
2023-05-26 02:00:00,WMKL,Langkawi,28,1010.04,4,Fair,25,84,32
2023-05-26 03:00:00,WMKL,Langkawi,28,1009.04,4,Fair,25,84,32
2023-05-26 04:00:00,WMKL,Langkawi,27,1008.04,6,Fair,25,89,31
2023-05-26 05:00:00,WMKL,Langkawi,27,1009.04,4,Thunder,26,94,31
2023-05-26 06:00:00,WMKL,Langkawi,27,1009.04,4,Thunder,25,89,31
2023-05-26 07:00:00,WMKL,Langkawi,28,1009.04,6,Fair,25,84,32
2023-05-26 08:00:00,WMKL,Langkawi,28,1009.04,2,Fair,26,89,33
2023-05-26 09:00:00,WMKL,Langkawi,30,1010.04,4,Fair,26,79,37
2023-05-26 10:00:00,WMKL,Langkawi,31,1011.04,4,Fair,26,75,39
2023-05-26 11:00:00,WMKL,Langkawi,30,1011.04,4,Fair,27,84,38
2023-05-26 12:00:00,WMKL,Langkawi,31,1011.04,6,Fair,26,75,39
2023-05-26 13:00:00,WMKL,Langkawi,31,1011.04,6,Fair,26,75,39
2023-05-26 14:00:00,WMKL,Langkawi,28,1010.04,4,Light Rain with Thunder,26,89,33
2023-05-26 15:00:00,WMKL,Langkawi,29,1009.04,6,Fair,26,84,36
2023-05-26 16:00:00,WMKL,Langkawi,29,1008.04,11,Light Rain Shower,25,79,34
2023-05-26 17:00:00,WMKL,Langkawi,26,1008.04,4,Light Rain with Thunder,25,94,28
2023-05-26 18:00:00,WMKL,Langkawi,26,1009.04,13,Heavy T-Storm,25,94,28
2023-05-26 19:00:00,WMKL,Langkawi,25,1009.04,6,Heavy T-Storm,25,100,25
2023-05-26 20:00:00,WMKL,Langkawi,26,1010.04,7,Rain,25,94,28
2023-05-26 21:00:00,WMKL,Langkawi,27,1010.04,9,Light Rain,25,89,31
2023-05-26 22:00:00,WMKL,Langkawi,28,1010.04,11,Fair,24,79,32
2023-05-26 23:00:00,WMKL,Langkawi,28,1011.04,4,Fair,24,79,32
2023-05-26 00:00:00,WMKM,Batu Berendam,27,1010.68,0,Fair,26,94,31
2023-05-26 01:00:00,WMKM,Batu Berendam,27,1010.68,6,Fair,25,89,31
2023-05-26 02:00:00,WMKM,Batu Berendam,27,1009.68,0,Fair,25,89,31
2023-05-26 03:00:00,WMKM,Batu Berendam,27,1009.68,0,Fair,26,94,31
2023-05-26 04:00:00,WMKM,Batu Berendam,26,1009.68,2,Fair,25,94,28
2023-05-26 05:00:00,WMKM,Batu Berendam,26,1008.68,4,Fair,25,94,28
2023-05-26 06:00:00,WMKM,Batu Berendam,26,1008.68,4,Fair,25,94,28
2023-05-26 07:00:00,WMKM,Batu Berendam,27,1010.68,6,Thunder,24,84,30
2023-05-26 08:00:00,WMKM,Batu Berendam,26,1011.68,11,Light Rain with Thunder,25,94,28
2023-05-26 09:00:00,WMKM,Batu Berendam,26,1011.68,6,Light Rain with Thunder,24,89,28
2023-05-26 10:00:00,WMKM,Batu Berendam,27,1012.68,0,Partly Cloudy,24,84,30
2023-05-26 11:00:00,WMKM,Batu Berendam,28,1011.68,4,Partly Cloudy,25,84,32
2023-05-26 12:00:00,WMKM,Batu Berendam,30,1011.68,4,Fair,24,70,35
2023-05-26 13:00:00,WMKM,Batu Berendam,31,1010.68,11,Fair,24,66,36
2023-05-26 14:00:00,WMKM,Batu Berendam,30,1010.68,11,Fair,25,74,36
2023-05-26 15:00:00,WMKM,Batu Berendam,31,1009.68,11,Partly Cloudy,25,70,37
2023-05-26 16:00:00,WMKM,Batu Berendam,31,1007.68,7,Fair,25,70,37
2023-05-26 17:00:00,WMKM,Batu Berendam,31,1008.68,6,Fair,25,70,37
2023-05-26 18:00:00,WMKM,Batu Berendam,30,1008.68,6,Fair,25,74,36
2023-05-26 19:00:00,WMKM,Batu Berendam,29,1007.68,7,Fair,25,79,34
2023-05-26 20:00:00,WMKM,Batu Berendam,29,1008.68,0,Fair,26,84,36
2023-05-26 21:00:00,WMKM,Batu Berendam,28,1010.68,0,Fair,26,89,33
2023-05-26 22:00:00,WMKM,Batu Berendam,28,1010.68,0,Fair,26,89,33
2023-05-26 23:00:00,WMKM,Batu Berendam,27,1010.68,0,Fair,25,89,31
2023-05-26 00:00:00,WMKN,Kuala Trengganu,27,1010.28,6,Fair,26,94,31
2023-05-26 01:00:00,WMKN,Kuala Trengganu,27,1010.28,7,Fair,25,89,31
2023-05-26 02:00:00,WMKN,Kuala Trengganu,27,1009.28,4,Partly Cloudy,26,94,31
2023-05-26 03:00:00,WMKN,Kuala Trengganu,26,1008.28,2,Partly Cloudy,26,100,28
2023-05-26 04:00:00,WMKN,Kuala Trengganu,26,1008.28,4,Partly Cloudy,26,100,28
2023-05-26 05:00:00,WMKN,Kuala Trengganu,27,1008.28,4,Partly Cloudy,26,94,31
2023-05-26 06:00:00,WMKN,Kuala Trengganu,26,1008.28,4,Fair,26,100,28
2023-05-26 07:00:00,WMKN,Kuala Trengganu,26,1009.28,2,Partly Cloudy,26,100,28
2023-05-26 08:00:00,WMKN,Kuala Trengganu,26,1010.28,4,Fair,26,100,28
2023-05-26 09:00:00,WMKN,Kuala Trengganu,27,1011.28,4,Fair,26,94,31
2023-05-26 10:00:00,WMKN,Kuala Trengganu,28,1011.28,6,Fair,26,89,33
2023-05-26 11:00:00,WMKN,Kuala Trengganu,29,1011.28,6,Fair,27,89,37
2023-05-26 12:00:00,WMKN,Kuala Trengganu,30,1010.28,7,Fair,27,84,38
2023-05-26 13:00:00,WMKN,Kuala Trengganu,31,1010.28,7,Fair,27,79,41
2023-05-26 14:00:00,WMKN,Kuala Trengganu,31,1009.28,6,Partly Cloudy,27,79,41
2023-05-26 15:00:00,WMKN,Kuala Trengganu,32,1008.28,6,Partly Cloudy,28,79,44
2023-05-26 16:00:00,WMKN,Kuala Trengganu,31,1007.28,6,Partly Cloudy,27,79,41
2023-05-26 17:00:00,WMKN,Kuala Trengganu,31,1007.28,6,Partly Cloudy,27,79,41
2023-05-26 18:00:00,WMKN,Kuala Trengganu,31,1007.28,2,Partly Cloudy,27,79,41
2023-05-26 19:00:00,WMKN,Kuala Trengganu,30,1007.28,4,Partly Cloudy,27,84,38
2023-05-26 20:00:00,WMKN,Kuala Trengganu,29,1008.28,0,Fair,28,94,38
2023-05-26 21:00:00,WMKN,Kuala Trengganu,29,1009.28,6,Partly Cloudy,27,89,37
2023-05-26 22:00:00,WMKN,Kuala Trengganu,29,1009.28,6,Thunder,27,89,37
2023-05-26 23:00:00,WMKN,Kuala Trengganu,29,1010.28,0,Thunder,27,89,37
2023-05-26 00:00:00,WMKP,Bayan Lepas,28,1011.64,0,Fair,24,79,32
2023-05-26 00:30:00,WMKP,Bayan Lepas,28,1011.64,0,Fair,24,79,32
2023-05-26 01:00:00,WMKP,Bayan Lepas,28,1011.64,0,Fair,24,79,32
2023-05-26 01:30:00,WMKP,Bayan Lepas,28,1011.64,0,Fair,24,79,32
2023-05-26 02:00:00,WMKP,Bayan Lepas,28,1010.64,0,Fair,24,79,32
2023-05-26 02:30:00,WMKP,Bayan Lepas,28,1010.64,0,Fair,24,79,32
2023-05-26 03:00:00,WMKP,Bayan Lepas,28,1009.64,0,Fair,24,79,32
2023-05-26 03:30:00,WMKP,Bayan Lepas,27,1009.64,0,Fair,24,84,30
2023-05-26 04:00:00,WMKP,Bayan Lepas,27,1009.64,0,Fair,24,84,30
2023-05-26 04:30:00,WMKP,Bayan Lepas,28,1008.64,0,Fair,24,79,32
2023-05-26 05:00:00,WMKP,Bayan Lepas,28,1008.64,0,Fair,24,79,32
2023-05-26 05:30:00,WMKP,Bayan Lepas,27,1008.64,0,Fair,25,89,31
2023-05-26 06:00:00,WMKP,Bayan Lepas,27,1008.64,0,Fair,25,89,31
2023-05-26 06:30:00,WMKP,Bayan Lepas,28,1008.64,0,Fair,25,84,32
2023-05-26 07:00:00,WMKP,Bayan Lepas,27,1008.64,0,Fair,25,89,31
2023-05-26 07:30:00,WMKP,Bayan Lepas,28,1009.64,0,Fair,25,84,32
2023-05-26 08:00:00,WMKP,Bayan Lepas,29,1009.64,0,Fair,25,79,34
2023-05-26 08:30:00,WMKP,Bayan Lepas,30,1010.64,0,Fair,25,74,36
2023-05-26 09:00:00,WMKP,Bayan Lepas,30,1010.64,4,Fair,25,74,36
2023-05-26 09:30:00,WMKP,Bayan Lepas,31,1011.64,4,Fair,25,70,37
2023-05-26 09:34:00,WMKP,Bayan Lepas,31,1011.64,2,Thunder,25,70,37
2023-05-26 09:53:00,WMKP,Bayan Lepas,30,1011.64,9,T-Storm,25,74,36
2023-05-26 10:00:00,WMKP,Bayan Lepas,28,1011.64,9,Heavy T-Storm,25,84,32
2023-05-26 10:10:00,WMKP,Bayan Lepas,27,1012.64,7,Light Rain with Thunder,24,84,30
2023-05-26 10:30:00,WMKP,Bayan Lepas,27,1012.64,6,Light Rain with Thunder,25,89,31
2023-05-26 11:00:00,WMKP,Bayan Lepas,28,1012.64,6,Thunder,25,84,32
2023-05-26 11:30:00,WMKP,Bayan Lepas,28,1012.64,6,Thunder,25,84,32
2023-05-26 12:00:00,WMKP,Bayan Lepas,28,1012.64,20,T-Storm,25,84,32
2023-05-26 12:30:00,WMKP,Bayan Lepas,27,1013.64,17,Heavy T-Storm,24,84,30
2023-05-26 13:00:00,WMKP,Bayan Lepas,26,1012.64,6,Heavy T-Storm,24,89,28
2023-05-26 13:10:00,WMKP,Bayan Lepas,26,1012.64,0,Light Rain with Thunder,24,89,28
2023-05-26 13:30:00,WMKP,Bayan Lepas,27,1012.64,0,Light Rain,24,84,30
2023-05-26 14:00:00,WMKP,Bayan Lepas,28,1011.64,0,Partly Cloudy,24,79,32
2023-05-26 14:30:00,WMKP,Bayan Lepas,29,1010.64,4,Fair,25,79,34
2023-05-26 15:00:00,WMKP,Bayan Lepas,29,1010.64,0,Fair,24,74,33
2023-05-26 15:30:00,WMKP,Bayan Lepas,29,1009.64,6,Fair,24,74,33
2023-05-26 16:00:00,WMKP,Bayan Lepas,29,1008.64,0,Light Rain,24,74,33
2023-05-26 16:30:00,WMKP,Bayan Lepas,29,1008.64,0,Partly Cloudy,24,74,33
2023-05-26 17:00:00,WMKP,Bayan Lepas,29,1008.64,0,Fair,24,74,33
2023-05-26 17:30:00,WMKP,Bayan Lepas,29,1008.64,0,Fair,24,74,33
2023-05-26 18:00:00,WMKP,Bayan Lepas,29,1008.64,4,Fair,24,74,33
2023-05-26 18:30:00,WMKP,Bayan Lepas,29,1009.64,4,Fair,24,74,33
2023-05-26 19:00:00,WMKP,Bayan Lepas,29,1009.64,0,Fair,24,74,33
2023-05-26 19:30:00,WMKP,Bayan Lepas,29,1009.64,0,Light Rain,24,74,33
2023-05-26 20:00:00,WMKP,Bayan Lepas,28,1010.64,4,Partly Cloudy,24,79,32
2023-05-26 20:30:00,WMKP,Bayan Lepas,28,1009.64,0,Partly Cloudy,24,79,32
2023-05-26 21:00:00,WMKP,Bayan Lepas,28,1010.64,0,Partly Cloudy,24,79,32
2023-05-26 21:30:00,WMKP,Bayan Lepas,28,1011.64,0,Partly Cloudy,24,79,32
2023-05-26 22:00:00,WMKP,Bayan Lepas,29,1011.64,0,Fair,24,74,33
2023-05-26 22:30:00,WMKP,Bayan Lepas,28,1011.64,0,Fair,24,79,32
2023-05-26 23:00:00,WMKP,Bayan Lepas,28,1011.64,0,Fair,24,79,32
2023-05-26 23:30:00,WMKP,Bayan Lepas,28,1011.64,0,Thunder,24,79,32
2023-05-26 00:00:00,WMSA,Subang,29,1008.76,4,Fair,25,79,34
2023-05-26 01:00:00,WMSA,Subang,28,1008.76,0,Fair,25,84,32
2023-05-26 02:00:00,WMSA,Subang,28,1007.77,4,Fair,25,84,32
2023-05-26 03:00:00,WMSA,Subang,28,1007.77,2,Fair,25,84,32
2023-05-26 04:00:00,WMSA,Subang,28,1006.77,4,Fair,25,84,32
2023-05-26 05:00:00,WMSA,Subang,27,1006.77,4,Fair,25,89,31
2023-05-26 06:00:00,WMSA,Subang,27,1006.77,4,Fair,25,89,31
2023-05-26 07:00:00,WMSA,Subang,27,1007.77,0,Fair,25,89,31
2023-05-26 08:00:00,WMSA,Subang,28,1007.77,2,Fair,25,84,32
2023-05-26 09:00:00,WMSA,Subang,29,1009.76,7,Fair,25,79,34
2023-05-26 10:00:00,WMSA,Subang,30,1009.76,9,Fair,25,74,36
2023-05-26 11:00:00,WMSA,Subang,30,1009.76,7,Fair,25,74,36
2023-05-26 12:00:00,WMSA,Subang,31,1009.76,6,Fair,25,70,37
2023-05-26 13:00:00,WMSA,Subang,32,1008.76,6,Partly Cloudy,25,66,39
2023-05-26 13:25:00,WMSA,Subang,32,1008.76,9,Thunder,25,66,39
2023-05-26 13:52:00,WMSA,Subang,29,1008.76,22,Light Rain with Thunder,26,84,36
2023-05-26 14:00:00,WMSA,Subang,27,1008.76,22,Light Rain with Thunder,25,89,31
2023-05-26 14:25:00,WMSA,Subang,28,1007.77,6,Thunder,25,84,32
2023-05-26 15:00:00,WMSA,Subang,31,1006.77,13,Thunder,26,75,39
2023-05-26 16:00:00,WMSA,Subang,28,1006.77,9,Light Rain with Thunder,26,89,33
2023-05-26 16:50:00,WMSA,Subang,28,1006.77,2,Thunder,26,89,33
2023-05-26 17:00:00,WMSA,Subang,28,1006.77,6,Thunder,26,89,33
2023-05-26 17:20:00,WMSA,Subang,28,1006.77,7,Fair,26,89,33
2023-05-26 18:00:00,WMSA,Subang,27,1005.77,7,Light Rain,26,94,31
2023-05-26 19:00:00,WMSA,Subang,27,1005.77,6,Fair,25,89,31
2023-05-26 20:00:00,WMSA,Subang,27,1007.77,6,Fair,25,89,31
2023-05-26 21:00:00,WMSA,Subang,27,1008.76,6,Fair,24,84,30
2023-05-26 22:00:00,WMSA,Subang,26,1008.76,4,Fair,24,89,28
2023-05-26 23:00:00,WMSA,Subang,27,1008.76,0,Fair,24,84,30
